text,rating,date,reviewer
"What do you like best about Rask AI?This website offers an unparalleled user experience with its intuitive interface, comprehensive content, and impeccable customer service, making it a must-visit for anyone seeking top-notch information Review collected by and hosted on G2.com.What do you dislike about Rask AI?Nothing because i want a clean translate and Rask give it to me Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?i completely forgot to save the translation, and Rask came to my rescue Review collected by and hosted on G2.com.",4.5,2023-11-30,LASSERRE Y.
"What do you like best about Rask AI?I have a tough time explaining things to my team in a different language, this gave me the idea to create a presentation in my own language and then deliver it in Portuguese. I checked it out and its well received by the team. They even retained y Scottish accent. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Nothing at all, it is easy and simple. No stress Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Conference talks that give me the power to deliver in a different langauge. Review collected by and hosted on G2.com.",5.0,2023-10-16,Terry H.
"What do you like best about Rask AI?EAsy app to use, exactly what I am looking for. Review collected by and hosted on G2.com.What do you dislike about Rask AI?A little expensive. We should have more minutes. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Transalating videos for my Youtube channel Review collected by and hosted on G2.com.",5.0,2023-11-07,Luis S.
"What do you like best about Rask AI?The voice cloning is quite impressive, it does not sound robotic and the accent in Portuguese BR (my test) was bluffing. The only detail that shows it's dubbing is lip syncing, but I hear the feature is coming soon. Review collected by and hosted on G2.com.What do you dislike about Rask AI?So far, not much, maybe an option to buy minutes in bulk, because sometimes you have huge momentarily needs for a month, and nothing for the next. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Ability to launch local versions of our educational program fast. Review collected by and hosted on G2.com.",5.0,2023-10-06,Mathieu L.
"What do you like best about Rask AI?It works fast and good and lets you edit the translation. English is great and Spanish too, Hebrew not so much... Review collected by and hosted on G2.com.What do you dislike about Rask AI?Some languages dont work as well as others Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Makes translation versions very easy and fast Review collected by and hosted on G2.com.",4.5,2023-10-11,Yoni S.
"What do you like best about Rask AI?Rask AI helps me to generate different lauguages videos faster and more efficiently. The tone of video speakers are very similar with the voice clone function. Review collected by and hosted on G2.com.What do you dislike about Rask AI?For some of lauguages like Chinese, the translation accuracy and voice tone need further improvement. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?We need videos to be translated into different lauguages and Rask AI helps us to make it realize in a much more efficient way Review collected by and hosted on G2.com.",4.0,2023-10-28,Josie J.
"What do you like best about Rask AI?Voice cloning works most of the time and mimics a voicetone reasonably good
Script detection and translations are surprinsingly good Review collected by and hosted on G2.com.What do you dislike about Rask AI?Need improvement on matching the nuances of intonation/acting.
No options to nuance each dub take/sentence/paragraph.
No prompts for ""stage directions"". Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Localising our audio products to US Review collected by and hosted on G2.com.",4.0,2023-12-05,Tim B.
What do you like best about Rask AI?Help me wiht videos aorund the world. but i love it Review collected by and hosted on G2.com.What do you dislike about Rask AI?sometimes id does not works well. so we lose some minutes and dont reach it. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?AGILITY Review collected by and hosted on G2.com.,4.5,2023-10-28,Andrés G.
What do you like best about Rask AI?I love using Rask AI to translate videos. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Tarif is a little bit expensive. It would be nice to have it less Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Sometimes Rask AI voice translation make some mistakes when it translates English to french Review collected by and hosted on G2.com.,5.0,2023-10-10,Mandiaye N.
What do you like best about Rask AI?The option to clone the voice and to adjust the text in English Review collected by and hosted on G2.com.What do you dislike about Rask AI?Sometimes voice generation fails and it sounds robotic Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?I don't have to create new channels can add different audio tracks to one channel Review collected by and hosted on G2.com.,4.0,2023-10-09,Ekaterina  B.
"What do you like best about Rask AI?very acurate in translation
easy to use
fast answer in support team Review collected by and hosted on G2.com.What do you dislike about Rask AI?to translate to multiple languages same video is 80% less processing but same price. All work was done but they keep the price Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?internacionalization my education system to all countries Review collected by and hosted on G2.com.",4.5,2023-12-12,anonymous
"What do you like best about Rask AI?È semplice ed intuitiva da utilizzare, in pochi minuti viene generata la traduzione. La clonazione della voce è perfetta. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Vorrei che la sincronizzazione con le labbra fosse già compresa in tutti i piani e non fosse un componente aggiuntivo da  acquistare. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?La sincronizzazione con le labbra non è perfetta. Review collected by and hosted on G2.com.",4.5,2023-11-25,anonymous
"What do you like best about Rask AI?I like that Rask is easy to handle, quick to fold, the results are good. Review collected by and hosted on G2.com.What do you dislike about Rask AI?I believe that their lip-syncing version still needs to be perfected, but I trust that in the future it will be something fantastic. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?reach more people, as I have not yet perfected the languages myself in which my business can enter, but with this AI I have been able to have more reach. Review collected by and hosted on G2.com.",4.5,2023-10-17,Javier V.
"What do you like best about Rask AI?Friendly to use, intuitivo. I LIKE THEY HAVE A MOT OF LANGUAGES Review collected by and hosted on G2.com.What do you dislike about Rask AI?Mmm some times hje voice is robotic or to speedy. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Easy to use and fast . Review collected by and hosted on G2.com.",5.0,2023-10-21,Edson  N.
"What do you like best about Rask AI?The way it transcribes what it hears, translates it into multiple languages, and adds subtitles Review collected by and hosted on G2.com.What do you dislike about Rask AI?When I upload a .str file with the correct timings as I would like it, along with the corresponding speakers, it still modifies it according to its preference. So, I have to manually readjust everything. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translate my content into multiple languages, emulating the way I speak. Review collected by and hosted on G2.com.",5.0,2024-04-29,Ale G.
What do you like best about Rask AI?I was need to dub my videos for a company and i met with this app. I didn't get any wrong transcripts or any dubbing mistake. It is completely awesome. Review collected by and hosted on G2.com.What do you dislike about Rask AI?There can be more language and accent for english in voice clone feature Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?It has a beautiful AI that dubbing your videos with any language you want. Review collected by and hosted on G2.com.,5.0,2023-11-05,Enes .
What do you like best about Rask AI?Translations are right and voices are really huge. It take small time to translate. The synchronisation is well. Review collected by and hosted on G2.com.What do you dislike about Rask AI?It seems sometime the voice take again the initial accent. My french speaker talk like an english man or a dutch guy. It's funny Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Get contents on other languages Review collected by and hosted on G2.com.,5.0,2023-11-23,Emile Formation C.
"What do you like best about Rask AI?it's an incredibly impressive experience Review collected by and hosted on G2.com.What do you dislike about Rask AI?Even though it seems expensive from my country's perspective, Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?one more problem solition is RASK AI Review collected by and hosted on G2.com.",5.0,2023-10-26,Fatih D.
What do you like best about Rask AI?The number of avalable languages and the ease of use Review collected by and hosted on G2.com.What do you dislike about Rask AI?Some more exotic languages are left behind compared to the most common ones. The difference in final result is huge Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Making our trining videos available for local markets Review collected by and hosted on G2.com.,5.0,2023-09-21,Marco P.
What do you like best about Rask AI?Its so precise in the translate. I love the spanish pronunciation. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Maybe the monthly price can have options for 3 minutes videos. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Yes. I can believe is so easy to translate. Review collected by and hosted on G2.com.,5.0,2023-10-04,Raquel L.
What do you like best about Rask AI?It is very powerful and works perfectly - but still is simple build Review collected by and hosted on G2.com.What do you dislike about Rask AI?Lipysync not avaible yet which makes it not useful in every case Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Transalting content in local language Review collected by and hosted on G2.com.,5.0,2023-10-06,Lucas P.
What do you like best about Rask AI?Its so simple to use and has saved us hours of work!! Review collected by and hosted on G2.com.What do you dislike about Rask AI?We save a lot of money on our translations projects! Accuracy of words do need to be improved. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?We save so much time!! Review collected by and hosted on G2.com.,5.0,2023-12-10,anonymous
What do you like best about Rask AI?The Cloned voice in Rask is beyond my expectations to clone a voice using different languages is really good. Review collected by and hosted on G2.com.What do you dislike about Rask AI?One downside is sometimes the video generator getting stuck on 74%. As well as the transcripts being to large to add as subtitles. Hope they can fix it like they had it before. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Rask is solving the speed on translating videos and providing transcripts for us in our channel. Review collected by and hosted on G2.com.,4.0,2023-10-04,anonymous
What do you like best about Rask AI?I can not believe how good this tool is. Dubbing a video in multiple languages in minutes was never heard of .. I am super impressed with the capabilities of rask AI Review collected by and hosted on G2.com.What do you dislike about Rask AI?I have not found anything to dislike yet. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Dubbing the audio Review collected by and hosted on G2.com.,5.0,2023-11-23,anonymous
What do you like best about Rask AI?The possibility of editing the translation to make it how I want Review collected by and hosted on G2.com.What do you dislike about Rask AI?The bug with the language changing in the middle of the translation Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The problem with having deep knowledge in a language Review collected by and hosted on G2.com.,4.5,2023-10-04,Nicolas P.
"What do you like best about Rask AI?Using RaskAI products makes it very convenient to transform the language and lip movements of videos, addressing the needs of many Chinese companies for overseas promotional videos. Review collected by and hosted on G2.com.What do you dislike about Rask AI?I hope the unit price can be cheaper and that there is an option for one-time purchase, making it convenient for more budget-conscious users who wish to try the lip-sync feature. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Solved the translation issue for Chinese companies' overseas promotional videos in different languages. Review collected by and hosted on G2.com.",5.0,2023-11-26,星 .
What do you like best about Rask AI?Lo rapido y conciso que es traduciendo de manera que la revisión posterior se hace facil. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Algunas voces tienen diferencias bruscas de entonacion que estropean la naturalidad del vídeo. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Encuentro que los errores hacen que me parezca cara la suscripción. Review collected by and hosted on G2.com.,3.5,2023-11-27,anonymous
"What do you like best about Rask AI?Translate and use your own voice in another language. Review collected by and hosted on G2.com.What do you dislike about Rask AI?sometimes, it slows down in execution. Not always Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Marketing Review collected by and hosted on G2.com.",5.0,2023-10-17,angelo p.
What do you like best about Rask AI?I really like the simplicity of uploading the videos and getting a very good first analysis of the AI regarding the translation Review collected by and hosted on G2.com.What do you dislike about Rask AI?It will be great to be able to have a double checking of the translation with Chat GPT for exemple to rephrase a little bit the sentences Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?it is giving me the possibility to be more effective Review collected by and hosted on G2.com.,4.5,2023-10-16,anonymous
What do you like best about Rask AI?The interesting thing is the voice cloning and ease of use Review collected by and hosted on G2.com.What do you dislike about Rask AI?Some voices sound robotic on longer sentences Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?speed of realization Review collected by and hosted on G2.com.,4.5,2023-10-17,Silvano B.
"What do you like best about Rask AI?The Dyb is amazing, save time, very fast Review collected by and hosted on G2.com.What do you dislike about Rask AI?Maybe i like the plug in of Clone Voice in spanish in the model tts Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Time and the Dub Review collected by and hosted on G2.com.",5.0,2023-10-04,Team C.
"What do you like best about Rask AI?simple and quick solution to have ready-to-use content in all languages. recommended Review collected by and hosted on G2.com.What do you dislike about Rask AI?""it is a paid service, if it were cheaper it would be more accessible"" Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Taking my business abroad is easier with Rask AI. Review collected by and hosted on G2.com.",5.0,2023-11-26,Elisa B.
"What do you like best about Rask AI?I am amazed by the emotion in the voices of the Rask AI Dubbed voices.
The dialogue audio which I generated was very lifelike with no hint of ""robotization"". Review collected by and hosted on G2.com.What do you dislike about Rask AI?The user interace is cluttered and could be improved. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Rask.ai helps us speed up our video and audio production. Review collected by and hosted on G2.com.",5.0,2023-11-04,anonymous
"What do you like best about Rask AI?A quick translation and a high quality. Easy to use. Review collected by and hosted on G2.com.What do you dislike about Rask AI?It is not perfect... but not so far.
Perhaps the correction could be easier Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Giving the acess of my video for non french people Review collected by and hosted on G2.com.",4.5,2023-12-02,Jean-Luc M.
"What do you like best about Rask AI?Quality of translations and voices. Review collected by and hosted on G2.com.What do you dislike about Rask AI?The voices still have a slightly robotic touch, but they do. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Being able to offer my products in different languages. I sell a SaaS, all communication is based in English, but thanks to translations in so many languages, we have a demo for the main markets in their language. Review collected by and hosted on G2.com.",5.0,2023-10-24,Rafael J.
What do you like best about Rask AI?Rask AI is a quick and effective tool to translate Youtube videos to other languages. Review collected by and hosted on G2.com.What do you dislike about Rask AI?The tool is a little expensive if you want to use the extra features as lip sync. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Quick translation of videos Review collected by and hosted on G2.com.,4.5,2023-11-27,anonymous
What do you like best about Rask AI?What I like best about Rask AI is the ease of use and speed! Review collected by and hosted on G2.com.What do you dislike about Rask AI?The transcript is not always 100% accurate. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?It give's us the ability to transcript and translate our learning material. Review collected by and hosted on G2.com.,4.0,2023-12-02,anonymous
"What do you like best about Rask AI?Well I do not know if you have every tried to transcibe and then translate esoteric material but it is a NIGHTMARE...this did in 2 minutes what took me 10 hours and I had not even finished the job. HUGE fan! Review collected by and hosted on G2.com.What do you dislike about Rask AI?Nothing so far, even the voice was great! Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translanting videos of people in different languages to English Review collected by and hosted on G2.com.",5.0,2023-10-11,vanese m.
What do you like best about Rask AI?Super slick interface and easy to use. We translated all our videos in an hour Review collected by and hosted on G2.com.What do you dislike about Rask AI?Would love there to be a way to just pay by the min. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translate our business explainer videos Review collected by and hosted on G2.com.,5.0,2023-11-28,Anthony Fraser T.
"What do you like best about Rask AI?Variety of voice intonations, the opportunity to change subtitles. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Didn't have feedback when we faced the problem :( Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?We prepare video for global medicine market. Review collected by and hosted on G2.com.",5.0,2023-12-12,Tavil R.
"What do you like best about Rask AI?I like the lip sync option. If you are looking for a tool to dub videos, this is the one. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Could improve in the pronunciation of technical words. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?reaching more people. Review collected by and hosted on G2.com.",5.0,2023-11-28,Diego D.
"What do you like best about Rask AI?RASK is simply remarkable. It performs dubbing with perfection, capturing even the intonation. Moreover, it is incredibly fast and accurate in transcription. A standout in the AI dubbing industry. Highly recommended. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Would be great to have a place where I can train the voices.
It doesn't work with people singing. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?it's helping me to translate my videos properly Review collected by and hosted on G2.com.",5.0,2023-10-04,anonymous
What do you like best about Rask AI?voice matching using vo cloning technology Review collected by and hosted on G2.com.What do you dislike about Rask AI?a real editor and interface would be useful Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?natural-sounding vo clones in many languages Review collected by and hosted on G2.com.,5.0,2023-10-05,Jacek O.
"What do you like best about Rask AI?Easy to use, simple interface, very complete tool. Uses AI to also ""dub"" the user video, making it very realistic. Much better than youtube auto generated subtitles. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Needs to add PT-BR. althogh it was able to understand the video Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translate meeting and training notes for multiple languages accros our company Review collected by and hosted on G2.com.",4.5,2023-10-19,Ariane F.
"What do you like best about Rask AI?It really works! We tried a few other tools but weren't as good as this one. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Ability to get translations adapted to the deaf is missing, and the pricing is too high. But still worth it! Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The automatic translation and the voiceover Review collected by and hosted on G2.com.",5.0,2023-11-03,anonymous
"What do you like best about Rask AI?Velocity, interface, it's reaaly easy to use. This technology provides fantastic new opportunities and it works really great... Well thought, well made, well supported. I'm fan! Review collected by and hosted on G2.com.What do you dislike about Rask AI?I find it a bit expansive... Maybe it will be lower later. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?I'm a documentary maker. This technology allows me to export my films much easier, for a low cost. Review collected by and hosted on G2.com.",5.0,2023-10-05,Pierre  M.
"What do you like best about Rask AI?The speed changing dub voices once a video has been translated Review collected by and hosted on G2.com.What do you dislike about Rask AI?It requires maturity to gain accuracy in videos with multiple audio layers (voice, music, effects, etc.) Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translating my videos into other languages Review collected by and hosted on G2.com.",4.0,2023-11-19,anonymous
What do you like best about Rask AI?I like how easy and good the program is. We were very happy with the translation of the product. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Fro now there arent any major things that i would find to bother me that much. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?That we dont need multiple people from multiple countries to do videos but can only do it with one program. Review collected by and hosted on G2.com.,4.5,2023-10-05,Anze Z.
What do you like best about Rask AI?The multiple dubbing option and the voice cloning are a great option. This was for me the thing that did it and made the desicion to go for it. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Not really any at this moment. Can´t wait for the lipsync option Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The multiple languages we can now offer to our interested Review collected by and hosted on G2.com.,4.5,2023-10-10,Roland T.
"What do you like best about Rask AI?I used to voice over videos for students myself, now it's much easier to do Review collected by and hosted on G2.com.What do you dislike about Rask AI?Voice clone does not always work as you imagine. Sometimes it seems that this is also one of the voice options to choose from Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Our business is an online IT school, so our students can learn even more Review collected by and hosted on G2.com.",5.0,2023-10-06,anonymous
"What do you like best about Rask AI?the clone voice is really good, and the multiple types of voice where i can choose Review collected by and hosted on G2.com.What do you dislike about Rask AI?sometimes the voice is very slow in some sentences Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?the speed in translates Review collected by and hosted on G2.com.",5.0,2023-11-23,anonymous
What do you like best about Rask AI?Voice cloning is one of the magical features. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Processing time halted sometimes but acceptable. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?It is quite difficult to find the right announcer voice but can be solved with Rask AI Review collected by and hosted on G2.com.,4.5,2023-11-13,anonymous
"What do you like best about Rask AI?That it is very easy to use,  and I liked that it cloned my voice very well.  It helps me translate quickly. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Maybe the price, I would like them to give more minutes in the basic plan. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?I help translate some videos from Spanish to English. Review collected by and hosted on G2.com.",5.0,2023-10-20,Perla M.
"What do you like best about Rask AI?It mantains the voice tone, preserving the video's atmosphere Review collected by and hosted on G2.com.What do you dislike about Rask AI?sometimes the translation takes a bit, especially for long videos Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?There's not a problem, I use it to translate content Review collected by and hosted on G2.com.",4.0,2023-11-16,anonymous
What do you like best about Rask AI?Works like AI magic. Very impressed with the results Review collected by and hosted on G2.com.What do you dislike about Rask AI?Perfect! nothing to dislike using this Tool Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translate into another languages with lipsync! Review collected by and hosted on G2.com.,5.0,2023-11-30,anonymous
"What do you like best about Rask AI?rapidité, simplicité, qualité du résultat qui offre une traduction très bien réalisée, la plateforme est pratique à utiliser, ,si on a des questions, on est répondu rapidement Review collected by and hosted on G2.com.What do you dislike about Rask AI?Prix un peu élevé, durée de traduction limitée Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?POuvoir traduire des vidéoset partager des vidéos dont le contenu me semble intéressant Review collected by and hosted on G2.com.",4.0,2023-10-08,anonymous
"What do you like best about Rask AI?I love Rask interface. Very pratical and complete. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Not much. Rask is very complete and in the future I believe AI voice over generator will improve even more. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The speed of the voice over is getting more and more syncked to the original timing, so its improving a lot. Review collected by and hosted on G2.com.",5.0,2023-10-04,Ruben F.
"What do you like best about Rask AI?automatic translation mode is very easy to use Review collected by and hosted on G2.com.What do you dislike about Rask AI?nothing, it so easy to use, a dream. Software which is very uselful Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?it's quicker than the old mode to translate videos Review collected by and hosted on G2.com.",5.0,2023-11-10,Marc B.
What do you like best about Rask AI?Transcribing Portuguese is not easy. RAsk AI did it perfectly. The timing is also great. Review collected by and hosted on G2.com.What do you dislike about Rask AI?A clonagem de voz ainda é muito robótica. Algumas melhorias são necessárias. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Having a podcast broadcasted in other countries Review collected by and hosted on G2.com.,5.0,2023-11-06,Juliana D.
What do you like best about Rask AI?It translates and does not get rid of the music...it is awesome Review collected by and hosted on G2.com.What do you dislike about Rask AI?The lip sync is not yet fully implemented Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?It make stranslating videos a breeze Review collected by and hosted on G2.com.,5.0,2023-11-15,Eduardo G.
"What do you like best about Rask AI?Good translator and impressive ability to clone voices when dubbing audio. Review collected by and hosted on G2.com.What do you dislike about Rask AI?So far, I have nothing negative to comment. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?To dub voices in videos Review collected by and hosted on G2.com.",5.0,2023-11-06,Ariel Z.
"What do you like best about Rask AI?Very easy
Works great
Looks like proffesional Review collected by and hosted on G2.com.What do you dislike about Rask AI?Very difficult to contact with support
Payment procedure is not easy to modify is any mistake has made Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?A quick translation and easy process to get it. Review collected by and hosted on G2.com.",5.0,2023-10-25,anonymous
What do you like best about Rask AI?I could translate my videos in many languages Review collected by and hosted on G2.com.What do you dislike about Rask AI?Honestly anything! Everything is very clear Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?I needed translation for my videos Review collected by and hosted on G2.com.,5.0,2023-11-21,Adolfo M.
What do you like best about Rask AI?the speed at which you can translate and re-dub videos is unmatched Review collected by and hosted on G2.com.What do you dislike about Rask AI?The only thing I would improve is the quality of the overlay audio. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The speed and ease with which I can dub the videos Review collected by and hosted on G2.com.,5.0,2023-10-23,Gioele Fait F.
What do you like best about Rask AI?I like the fact that you can correct the translation because often machine translations make mistakes. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Possibly the price. That's all I think ! Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?N/A Review collected by and hosted on G2.com.,5.0,2023-11-09,Alistair R.
What do you like best about Rask AI?Ease of use + Competetive price. Solid choice amidst a harsh competition. Review collected by and hosted on G2.com.What do you dislike about Rask AI?I like UI of some other solutions better. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Streamline localiztion of video content. Review collected by and hosted on G2.com.,5.0,2023-11-09,Mark S.
"What do you like best about Rask AI?smooth translation,  language distinguishing and great customer support Review collected by and hosted on G2.com.What do you dislike about Rask AI?a little costly for regular user who need fair rate and longer video translation Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?It helps a lot when using in introducing or promoting our newly launched production to different markets with different languages. Review collected by and hosted on G2.com.",4.0,2023-10-04,KING Y.
What do you like best about Rask AI?It's a app that allow you translate your videos. Its Review collected by and hosted on G2.com.What do you dislike about Rask AI?It's expensive but I think it's ok if it is good for your work Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?No problems Review collected by and hosted on G2.com.,5.0,2023-11-04,anonymous
What do you like best about Rask AI?This software it is fast and reliablewith very good speakers. Review collected by and hosted on G2.com.What do you dislike about Rask AI?It requires some attention in regards to proper original transcription. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Cost savings. Review collected by and hosted on G2.com.,4.0,2023-11-09,Massimo I.
"What do you like best about Rask AI?Very easy to use. Translates videos, if there are other features, it doesn't clutter up the interface. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Extremely expensive. Great if you want something small done without having to figure out a complicated interface, but if you're expecting to translate a huge amount of text, find something more cost-effective. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translating (dubbing) videos Review collected by and hosted on G2.com.",3.0,2023-11-24,anonymous
What do you like best about Rask AI?Creating a script for my training for sales team Review collected by and hosted on G2.com.What do you dislike about Rask AI?Not particular yet need to experience more Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Creating proper speech and script for my team Review collected by and hosted on G2.com.,5.0,2023-11-03,Serdar A.
"What do you like best about Rask AI?Easy and very Speed, for video professional or more. Perfect traslate Review collected by and hosted on G2.com.What do you dislike about Rask AI?only One type for payment, only credit card Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Translate for business Review collected by and hosted on G2.com.",5.0,2023-11-07,Cristiano Gianmaria F.
"What do you like best about Rask AI?La facilità con cui fare tutto. apprezzo molto il programma Review collected by and hosted on G2.com.What do you dislike about Rask AI?Per ora nulla, magari con il tempo si sistemeranno i lemmy meglio Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Tradurre i miei video Review collected by and hosted on G2.com.",5.0,2023-10-29,anonymous
"What do you like best about Rask AI?I like the tool and how quick, practical efficient is the plataform. Everything that you need is there. Thank you! Review collected by and hosted on G2.com.What do you dislike about Rask AI?Nothing that I dislike. I like everything in the tool Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?Transcrition and tranlation Review collected by and hosted on G2.com.",5.0,2023-10-13,anonymous
"What do you like best about Rask AI?It returns quality results and it is really easy to use. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Sometimes it is slow, and needs more developing. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?We have major marketing materials in English, and video format, and it can be a professional way to open this valueble content to other languages. Review collected by and hosted on G2.com.",4.5,2023-09-21,Xavi R.
What do you like best about Rask AI?Quick and easy translation into any language Review collected by and hosted on G2.com.What do you dislike about Rask AI?there's nothing I don't like about Rask AI Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?The speed of translation and ease of use of the tool Review collected by and hosted on G2.com.,5.0,2023-10-26,Nawfal E.
"What do you like best about Rask AI?It is almost not necessary to make changes on its translation and redubbing. Review collected by and hosted on G2.com.What do you dislike about Rask AI?Sometimes redubbing has bugs, also users don't know redubbing is free. Review collected by and hosted on G2.com.What problems is Rask AI solving and how is that benefiting you?For non-English audiences, user can simultaneosly translate any video with copy-paste. Review collected by and hosted on G2.com.",5.0,2023-10-07,MUHAMMED MURAT .
